sample_id,protocol,scenario,client_name,client_ip,server_name,server_ip,client_buffer_bytes,server_buffer_bytes,duration,avg_bps,total_bytes,total_packets,total_lost_or_retrans,packet_loss_rate,avg_jitter_ms,congestion_level,recommended_buffer_bytes,file_path
16380,udp,C,server08-3,192.168.200.45,spine03,192.168.200.5,524288,131072,30,149349976.06,560062410,1035911,235238,0.227083,4.27224,high,65536,./data/udp_test/C/iperf_udp_sample_016380_server08-3_to_spine03_C.json
16381,udp,C,server08-3,192.168.200.45,spine04,192.168.200.6,524288,262144,30,187107470.92,701653015,1035911,139725,0.134881,5.50711,high,65536,./data/udp_test/C/iperf_udp_sample_016381_server08-3_to_spine04_C.json
16382,udp,C,server08-3,192.168.200.45,spine04,192.168.200.6,524288,262144,30,150775195.45,565406982,1035911,231427,0.223404,4.772715,high,65536,./data/udp_test/C/iperf_udp_sample_016382_server08-3_to_spine04_C.json
16383,udp,C,server08-3,192.168.200.45,spine04,192.168.200.6,524288,262144,30,153529531.55,575735743,1035911,224112,0.216343,4.800307,high,65536,./data/udp_test/C/iperf_udp_sample_016383_server08-3_to_spine04_C.json
16384,udp,C,server08-4,192.168.200.46,leaf01,192.168.200.7,262144,2097152,30,150197983.92,563242439,1035911,232968,0.224892,6.418094,high,65536,./data/udp_test/C/iperf_udp_sample_016384_server08-4_to_leaf01_C.json
16385,udp,C,server08-4,192.168.200.46,leaf01,192.168.200.7,262144,2097152,30,147360441.27,552601654,1035911,240589,0.232249,7.252285,high,65536,./data/udp_test/C/iperf_udp_sample_016385_server08-4_to_leaf01_C.json
16386,udp,C,server08-4,192.168.200.46,leaf01,192.168.200.7,262144,2097152,30,147061073.06,551479023,1035911,241397,0.233029,6.599016,high,65536,./data/udp_test/C/iperf_udp_sample_016386_server08-4_to_leaf01_C.json
16387,udp,C,server08-4,192.168.200.46,leaf02,192.168.200.8,262144,65536,30,151104317.15,566641189,1035911,230549,0.222557,7.336735,high,65536,./data/udp_test/C/iperf_udp_sample_016387_server08-4_to_leaf02_C.json
16388,udp,C,server08-4,192.168.200.46,leaf02,192.168.200.8,262144,65536,30,151098315.92,566618684,1035911,230565,0.222572,7.112183,high,65536,./data/udp_test/C/iperf_udp_sample_016388_server08-4_to_leaf02_C.json
16389,udp,C,server08-4,192.168.200.46,leaf02,192.168.200.8,262144,65536,30,176642801.2,662410504,1035911,165147,0.159422,8.972705,high,65536,./data/udp_test/C/iperf_udp_sample_016389_server08-4_to_leaf02_C.json
16390,udp,C,server08-4,192.168.200.46,leaf03,192.168.200.9,262144,65536,30,190427599.58,714103498,1035911,131809,0.12724,7.716166,high,65536,./data/udp_test/C/iperf_udp_sample_016390_server08-4_to_leaf03_C.json
16391,udp,C,server08-4,192.168.200.46,leaf03,192.168.200.9,262144,65536,30,145171466.42,544392999,1035911,246518,0.237972,7.440883,high,65536,./data/udp_test/C/iperf_udp_sample_016391_server08-4_to_leaf03_C.json
16392,udp,C,server08-4,192.168.200.46,leaf03,192.168.200.9,262144,65536,30,141295332.81,529857498,1035911,257128,0.248214,7.331546,high,65536,./data/udp_test/C/iperf_udp_sample_016392_server08-4_to_leaf03_C.json
16393,udp,C,server08-4,192.168.200.46,leaf04,192.168.200.10,262144,2097152,30,190930804.16,715990515,1035911,130615,0.126087,6.929561,high,65536,./data/udp_test/C/iperf_udp_sample_016393_server08-4_to_leaf04_C.json
16394,udp,C,server08-4,192.168.200.46,leaf04,192.168.200.10,262144,2097152,30,152073638.58,570276144,1035911,227970,0.220067,7.456171,high,65536,./data/udp_test/C/iperf_udp_sample_016394_server08-4_to_leaf04_C.json
16395,udp,C,server08-4,192.168.200.46,leaf04,192.168.200.10,262144,2097152,30,187886966.03,704576122,1035911,137860,0.133081,7.876215,high,65536,./data/udp_test/C/iperf_udp_sample_016395_server08-4_to_leaf04_C.json
16396,udp,C,server08-4,192.168.200.46,leaf05,192.168.200.11,262144,262144,30,189524107.91,710715404,1035911,133956,0.129312,6.597331,high,65536,./data/udp_test/C/iperf_udp_sample_016396_server08-4_to_leaf05_C.json
16397,udp,C,server08-4,192.168.200.46,leaf05,192.168.200.11,262144,262144,30,144444129.12,541665484,1035911,248498,0.239884,8.419407,high,65536,./data/udp_test/C/iperf_udp_sample_016397_server08-4_to_leaf05_C.json
16398,udp,C,server08-4,192.168.200.46,leaf05,192.168.200.11,262144,262144,30,194527054.4,729476453,1035911,122129,0.117895,6.950859,high,65536,./data/udp_test/C/iperf_udp_sample_016398_server08-4_to_leaf05_C.json
16399,udp,C,server08-4,192.168.200.46,leaf06,192.168.200.12,262144,131072,30,145579350.26,545922563,1035911,245410,0.236903,7.042915,high,65536,./data/udp_test/C/iperf_udp_sample_016399_server08-4_to_leaf06_C.json
16400,udp,C,server08-4,192.168.200.46,leaf06,192.168.200.12,262144,131072,30,163892033.26,614595124,1035911,197163,0.190328,6.3422,high,65536,./data/udp_test/C/iperf_udp_sample_016400_server08-4_to_leaf06_C.json
16401,udp,C,server08-4,192.168.200.46,leaf06,192.168.200.12,262144,131072,30,161196465.34,604486745,1035911,204089,0.197014,6.373869,high,65536,./data/udp_test/C/iperf_udp_sample_016401_server08-4_to_leaf06_C.json
16402,udp,C,server08-4,192.168.200.46,leaf07,192.168.200.13,262144,131072,30,169962801.1,637360504,1035911,181770,0.175469,7.149374,high,65536,./data/udp_test/C/iperf_udp_sample_016402_server08-4_to_leaf07_C.json
16403,udp,C,server08-4,192.168.200.46,leaf07,192.168.200.13,262144,131072,30,137951879.38,517319547,1035911,266397,0.257162,6.630433,high,65536,./data/udp_test/C/iperf_udp_sample_016403_server08-4_to_leaf07_C.json
16404,udp,C,server08-4,192.168.200.46,leaf07,192.168.200.13,262144,131072,30,151921251.4,569704692,1035911,228375,0.220458,8.628953,high,65536,./data/udp_test/C/iperf_udp_sample_016404_server08-4_to_leaf07_C.json
16405,udp,C,server08-4,192.168.200.46,leaf08,192.168.200.14,262144,131072,30,199961417.66,749855316,1035911,109453,0.105659,2.265841,high,65536,./data/udp_test/C/iperf_udp_sample_016405_server08-4_to_leaf08_C.json
16406,udp,C,server08-4,192.168.200.46,leaf08,192.168.200.14,262144,131072,30,165991378.82,622467670,1035911,191808,0.185159,2.178423,high,65536,./data/udp_test/C/iperf_udp_sample_016406_server08-4_to_leaf08_C.json
16407,udp,C,server08-4,192.168.200.46,leaf08,192.168.200.14,262144,131072,30,169917021.89,637188832,1035911,181885,0.17558,2.977056,high,65536,./data/udp_test/C/iperf_udp_sample_016407_server08-4_to_leaf08_C.json
16408,udp,C,server08-4,192.168.200.46,server01-1,192.168.200.15,262144,2097152,30,179121872.2,671707020,1035911,159058,0.153544,9.251164,high,65536,./data/udp_test/C/iperf_udp_sample_016408_server08-4_to_server01-1_C.json
16409,udp,C,server08-4,192.168.200.46,server01-1,192.168.200.15,262144,2097152,30,149656526.81,561211975,1035911,234417,0.226291,8.58857,high,65536,./data/udp_test/C/iperf_udp_sample_016409_server08-4_to_server01-1_C.json
16410,udp,C,server08-4,192.168.200.46,server01-1,192.168.200.15,262144,2097152,30,181663469.92,681238012,1035911,152859,0.14756,9.812146,high,65536,./data/udp_test/C/iperf_udp_sample_016410_server08-4_to_server01-1_C.json
16411,udp,C,server08-4,192.168.200.46,server01-2,192.168.200.16,262144,65536,30,187403304.39,702762391,1035911,139017,0.134198,8.965708,high,65536,./data/udp_test/C/iperf_udp_sample_016411_server08-4_to_server01-2_C.json
16412,udp,C,server08-4,192.168.200.46,server01-2,192.168.200.16,262144,65536,30,185721668.53,696456256,1035911,143050,0.138091,9.772609,high,65536,./data/udp_test/C/iperf_udp_sample_016412_server08-4_to_server01-2_C.json
16413,udp,C,server08-4,192.168.200.46,server01-2,192.168.200.16,262144,65536,30,197134948.16,739256055,1035911,116024,0.112002,10.703404,high,65536,./data/udp_test/C/iperf_udp_sample_016413_server08-4_to_server01-2_C.json
16414,udp,C,server08-4,192.168.200.46,server01-3,192.168.200.17,262144,2097152,30,186918901.75,700945881,1035911,140177,0.135318,11.247233,high,65536,./data/udp_test/C/iperf_udp_sample_016414_server08-4_to_server01-3_C.json
16415,udp,C,server08-4,192.168.200.46,server01-3,192.168.200.17,262144,2097152,30,174925016.05,655968810,1035911,169391,0.163519,9.661493,high,65536,./data/udp_test/C/iperf_udp_sample_016415_server08-4_to_server01-3_C.json
16416,udp,C,server08-4,192.168.200.46,server01-3,192.168.200.17,262144,2097152,30,155533971.12,583252391,1035911,218830,0.211244,11.575414,high,65536,./data/udp_test/C/iperf_udp_sample_016416_server08-4_to_server01-3_C.json
16417,udp,C,server08-4,192.168.200.46,server01-4,192.168.200.18,262144,2097152,30,137587893.73,515954601,1035911,267413,0.258143,10.685627,high,65536,./data/udp_test/C/iperf_udp_sample_016417_server08-4_to_server01-4_C.json
16418,udp,C,server08-4,192.168.200.46,server01-4,192.168.200.18,262144,2097152,30,147578847.03,553420676,1035911,240000,0.23168,9.209754,high,65536,./data/udp_test/C/iperf_udp_sample_016418_server08-4_to_server01-4_C.json
16419,udp,C,server08-4,192.168.200.46,server01-4,192.168.200.18,262144,2097152,30,160577077.9,602164042,1035911,205689,0.198559,11.177853,high,65536,./data/udp_test/C/iperf_udp_sample_016419_server08-4_to_server01-4_C.json
16420,udp,C,server08-4,192.168.200.46,server02-1,192.168.200.19,262144,1048576,30,172378384.31,646418941,1035911,175722,0.16963,10.707992,high,65536,./data/udp_test/C/iperf_udp_sample_016420_server08-4_to_server02-1_C.json
16421,udp,C,server08-4,192.168.200.46,server02-1,192.168.200.19,262144,1048576,30,145840249.2,546900934,1035911,244702,0.236219,9.989014,high,65536,./data/udp_test/C/iperf_udp_sample_016421_server08-4_to_server02-1_C.json
16422,udp,C,server08-4,192.168.200.46,server02-1,192.168.200.19,262144,1048576,30,168528107.87,631980404,1035911,185383,0.178956,9.704992,high,65536,./data/udp_test/C/iperf_udp_sample_016422_server08-4_to_server02-1_C.json
16423,udp,C,server08-4,192.168.200.46,server02-2,192.168.200.20,262144,65536,30,188459499.53,706723123,1035911,136493,0.131761,9.829843,high,65536,./data/udp_test/C/iperf_udp_sample_016423_server08-4_to_server02-2_C.json
16424,udp,C,server08-4,192.168.200.46,server02-2,192.168.200.20,262144,65536,30,200342845.32,751285669,1035911,108570,0.104806,9.770042,high,65536,./data/udp_test/C/iperf_udp_sample_016424_server08-4_to_server02-2_C.json
16425,udp,C,server08-4,192.168.200.46,server02-2,192.168.200.20,262144,65536,30,168875650.4,633283689,1035911,184506,0.17811,9.178678,high,65536,./data/udp_test/C/iperf_udp_sample_016425_server08-4_to_server02-2_C.json
16426,udp,C,server08-4,192.168.200.46,server02-3,192.168.200.21,262144,1048576,30,140661467.31,527480502,1035911,258877,0.249903,9.096627,high,65536,./data/udp_test/C/iperf_udp_sample_016426_server08-4_to_server02-3_C.json
16427,udp,C,server08-4,192.168.200.46,server02-3,192.168.200.21,262144,1048576,30,144702564.1,542634615,1035911,247794,0.239204,10.092123,high,65536,./data/udp_test/C/iperf_udp_sample_016427_server08-4_to_server02-3_C.json
16428,udp,C,server08-4,192.168.200.46,server02-3,192.168.200.21,262144,1048576,30,179009885.62,671287071,1035911,159332,0.153809,10.624655,high,65536,./data/udp_test/C/iperf_udp_sample_016428_server08-4_to_server02-3_C.json
16429,udp,C,server08-4,192.168.200.46,server02-4,192.168.200.22,262144,524288,30,144293779.75,541101674,1035911,248908,0.240279,10.637552,high,65536,./data/udp_test/C/iperf_udp_sample_016429_server08-4_to_server02-4_C.json
16430,udp,C,server08-4,192.168.200.46,server02-4,192.168.200.22,262144,524288,30,166528687.4,624482577,1035911,190443,0.183841,11.034189,high,65536,./data/udp_test/C/iperf_udp_sample_016430_server08-4_to_server02-4_C.json
16431,udp,C,server08-4,192.168.200.46,server02-4,192.168.200.22,262144,524288,30,160173088.66,600649082,1035911,206734,0.199567,8.319291,high,65536,./data/udp_test/C/iperf_udp_sample_016431_server08-4_to_server02-4_C.json
16432,udp,C,server08-4,192.168.200.46,server03-1,192.168.200.23,262144,65536,30,172294952.4,646106071,1035911,175930,0.169831,8.718064,high,65536,./data/udp_test/C/iperf_udp_sample_016432_server08-4_to_server03-1_C.json
16433,udp,C,server08-4,192.168.200.46,server03-1,192.168.200.23,262144,65536,30,185415107.12,695306651,1035911,143787,0.138802,11.067656,high,65536,./data/udp_test/C/iperf_udp_sample_016433_server08-4_to_server03-1_C.json
16434,udp,C,server08-4,192.168.200.46,server03-1,192.168.200.23,262144,65536,30,138928526.37,520981973,1035911,263678,0.254537,8.073074,high,65536,./data/udp_test/C/iperf_udp_sample_016434_server08-4_to_server03-1_C.json
16435,udp,C,server08-4,192.168.200.46,server03-2,192.168.200.24,262144,65536,30,174674899.89,655030874,1035911,170011,0.164117,8.249204,high,65536,./data/udp_test/C/iperf_udp_sample_016435_server08-4_to_server03-2_C.json
16436,udp,C,server08-4,192.168.200.46,server03-2,192.168.200.24,262144,65536,30,134603665.65,504763746,1035911,275793,0.266232,8.239059,high,65536,./data/udp_test/C/iperf_udp_sample_016436_server08-4_to_server03-2_C.json
16437,udp,C,server08-4,192.168.200.46,server03-2,192.168.200.24,262144,65536,30,194758670.03,730345012,1035911,121585,0.11737,11.826738,high,65536,./data/udp_test/C/iperf_udp_sample_016437_server08-4_to_server03-2_C.json
16438,udp,C,server08-4,192.168.200.46,server03-3,192.168.200.25,262144,65536,30,180346326.26,676298723,1035911,156066,0.150656,10.678808,high,65536,./data/udp_test/C/iperf_udp_sample_016438_server08-4_to_server03-3_C.json
16439,udp,C,server08-4,192.168.200.46,server03-3,192.168.200.25,262144,65536,30,148802915.67,558010933,1035911,236706,0.2285,10.37214,high,65536,./data/udp_test/C/iperf_udp_sample_016439_server08-4_to_server03-3_C.json
16440,udp,C,server08-4,192.168.200.46,server03-3,192.168.200.25,262144,65536,30,194829118.81,730609195,1035911,121420,0.117211,9.340187,high,65536,./data/udp_test/C/iperf_udp_sample_016440_server08-4_to_server03-3_C.json
16441,udp,C,server08-4,192.168.200.46,server03-4,192.168.200.26,262144,131072,30,153345679.85,575046299,1035911,224598,0.216812,9.037408,high,65536,./data/udp_test/C/iperf_udp_sample_016441_server08-4_to_server03-4_C.json
16442,udp,C,server08-4,192.168.200.46,server03-4,192.168.200.26,262144,131072,30,189774272.23,711653520,1035911,133361,0.128738,11.178113,high,65536,./data/udp_test/C/iperf_udp_sample_016442_server08-4_to_server03-4_C.json
16443,udp,C,server08-4,192.168.200.46,server03-4,192.168.200.26,262144,131072,30,163115971.0,611684891,1035911,199151,0.192247,10.851382,high,65536,./data/udp_test/C/iperf_udp_sample_016443_server08-4_to_server03-4_C.json
16444,udp,C,server08-4,192.168.200.46,server04-1,192.168.200.27,262144,131072,30,184826752.72,693100322,1035911,145204,0.14017,9.775522,high,65536,./data/udp_test/C/iperf_udp_sample_016444_server08-4_to_server04-1_C.json
16445,udp,C,server08-4,192.168.200.46,server04-1,192.168.200.27,262144,131072,30,152565787.16,572121701,1035911,226664,0.218806,10.351583,high,65536,./data/udp_test/C/iperf_udp_sample_016445_server08-4_to_server04-1_C.json
16446,udp,C,server08-4,192.168.200.46,server04-1,192.168.200.27,262144,131072,30,150518920.52,564445951,1035911,232111,0.224065,8.633062,high,65536,./data/udp_test/C/iperf_udp_sample_016446_server08-4_to_server04-1_C.json
16447,udp,C,server08-4,192.168.200.46,server04-2,192.168.200.28,262144,1048576,30,141285146.96,529819301,1035911,257156,0.248241,9.269581,high,65536,./data/udp_test/C/iperf_udp_sample_016447_server08-4_to_server04-2_C.json
16448,udp,C,server08-4,192.168.200.46,server04-2,192.168.200.28,262144,1048576,30,199383464.63,747687992,1035911,110793,0.106952,8.603558,high,65536,./data/udp_test/C/iperf_udp_sample_016448_server08-4_to_server04-2_C.json
16449,udp,C,server08-4,192.168.200.46,server04-2,192.168.200.28,262144,1048576,30,191558507.23,718344402,1035911,129128,0.124652,8.375099,high,65536,./data/udp_test/C/iperf_udp_sample_016449_server08-4_to_server04-2_C.json
16450,udp,C,server08-4,192.168.200.46,server04-3,192.168.200.29,262144,1048576,30,193293521.96,724850707,1035911,125031,0.120697,8.357684,high,65536,./data/udp_test/C/iperf_udp_sample_016450_server08-4_to_server04-3_C.json
16451,udp,C,server08-4,192.168.200.46,server04-3,192.168.200.29,262144,1048576,30,158220594.43,593327229,1035911,211803,0.204461,9.544928,high,65536,./data/udp_test/C/iperf_udp_sample_016451_server08-4_to_server04-3_C.json
16452,udp,C,server08-4,192.168.200.46,server04-3,192.168.200.29,262144,1048576,30,188365738.12,706371517,1035911,136717,0.131978,11.035459,high,65536,./data/udp_test/C/iperf_udp_sample_016452_server08-4_to_server04-3_C.json
16453,udp,C,server08-4,192.168.200.46,server04-4,192.168.200.30,262144,65536,30,157431829.17,590369359,1035911,213860,0.206446,10.847418,high,65536,./data/udp_test/C/iperf_udp_sample_016453_server08-4_to_server04-4_C.json
16454,udp,C,server08-4,192.168.200.46,server04-4,192.168.200.30,262144,65536,30,141676907.78,531288404,1035911,256077,0.2472,10.75218,high,65536,./data/udp_test/C/iperf_udp_sample_016454_server08-4_to_server04-4_C.json
16455,udp,C,server08-4,192.168.200.46,server04-4,192.168.200.30,262144,65536,30,190995856.53,716234462,1035911,130461,0.125938,9.61305,high,65536,./data/udp_test/C/iperf_udp_sample_016455_server08-4_to_server04-4_C.json
16456,udp,C,server08-4,192.168.200.46,server05-1,192.168.200.31,262144,1048576,30,157859875.5,591974533,1035911,212743,0.205368,9.742707,high,65536,./data/udp_test/C/iperf_udp_sample_016456_server08-4_to_server05-1_C.json
16457,udp,C,server08-4,192.168.200.46,server05-1,192.168.200.31,262144,1048576,30,196830011.89,738112544,1035911,116736,0.112689,9.316799,high,65536,./data/udp_test/C/iperf_udp_sample_016457_server08-4_to_server05-1_C.json
16458,udp,C,server08-4,192.168.200.46,server05-1,192.168.200.31,262144,1048576,30,194146744.07,728050290,1035911,123023,0.118758,9.505865,high,65536,./data/udp_test/C/iperf_udp_sample_016458_server08-4_to_server05-1_C.json
16459,udp,C,server08-4,192.168.200.46,server05-2,192.168.200.32,262144,131072,30,188541996.51,707032486,1035911,136296,0.131571,11.985936,high,65536,./data/udp_test/C/iperf_udp_sample_016459_server08-4_to_server05-2_C.json
16460,udp,C,server08-4,192.168.200.46,server05-2,192.168.200.32,262144,131072,30,163688920.13,613833450,1035911,197683,0.19083,9.61793,high,65536,./data/udp_test/C/iperf_udp_sample_016460_server08-4_to_server05-2_C.json
16461,udp,C,server08-4,192.168.200.46,server05-2,192.168.200.32,262144,131072,30,144460977.23,541728664,1035911,248452,0.239839,11.091834,high,65536,./data/udp_test/C/iperf_udp_sample_016461_server08-4_to_server05-2_C.json
16462,udp,C,server08-4,192.168.200.46,server05-3,192.168.200.33,262144,2097152,30,169387946.46,635204799,1035911,183216,0.176865,8.517249,high,65536,./data/udp_test/C/iperf_udp_sample_016462_server08-4_to_server05-3_C.json
16463,udp,C,server08-4,192.168.200.46,server05-3,192.168.200.33,262144,2097152,30,152836134.36,573135503,1035911,225947,0.218114,10.05273,high,65536,./data/udp_test/C/iperf_udp_sample_016463_server08-4_to_server05-3_C.json
16464,udp,C,server08-4,192.168.200.46,server05-3,192.168.200.33,262144,2097152,30,196207716.37,735778936,1035911,118190,0.114093,11.101026,high,65536,./data/udp_test/C/iperf_udp_sample_016464_server08-4_to_server05-3_C.json
16465,udp,C,server08-4,192.168.200.46,server05-4,192.168.200.34,262144,2097152,30,178765220.0,670369574,1035911,159931,0.154387,8.694525,high,65536,./data/udp_test/C/iperf_udp_sample_016465_server08-4_to_server05-4_C.json
16466,udp,C,server08-4,192.168.200.46,server05-4,192.168.200.34,262144,2097152,30,145800375.91,546751409,1035911,244810,0.236323,8.134789,high,65536,./data/udp_test/C/iperf_udp_sample_016466_server08-4_to_server05-4_C.json
16467,udp,C,server08-4,192.168.200.46,server05-4,192.168.200.34,262144,2097152,30,142730009.35,535237535,1035911,253184,0.244407,9.053845,high,65536,./data/udp_test/C/iperf_udp_sample_016467_server08-4_to_server05-4_C.json
16468,udp,C,server08-4,192.168.200.46,server06-1,192.168.200.35,262144,2097152,30,139786220.48,524198326,1035911,261298,0.25224,8.13926,high,65536,./data/udp_test/C/iperf_udp_sample_016468_server08-4_to_server06-1_C.json
16469,udp,C,server08-4,192.168.200.46,server06-1,192.168.200.35,262144,2097152,30,186543731.21,699538992,1035911,141076,0.136185,9.855014,high,65536,./data/udp_test/C/iperf_udp_sample_016469_server08-4_to_server06-1_C.json
16470,udp,C,server08-4,192.168.200.46,server06-1,192.168.200.35,262144,2097152,30,176405165.12,661519369,1035911,165733,0.159988,10.136804,high,65536,./data/udp_test/C/iperf_udp_sample_016470_server08-4_to_server06-1_C.json
16471,udp,C,server08-4,192.168.200.46,server06-2,192.168.200.36,262144,1048576,30,191687915.46,718829682,1035911,128822,0.124356,9.464357,high,65536,./data/udp_test/C/iperf_udp_sample_016471_server08-4_to_server06-2_C.json
16472,udp,C,server08-4,192.168.200.46,server06-2,192.168.200.36,262144,1048576,30,199787609.53,749203535,1035911,109856,0.106048,9.000327,high,65536,./data/udp_test/C/iperf_udp_sample_016472_server08-4_to_server06-2_C.json
16473,udp,C,server08-4,192.168.200.46,server06-2,192.168.200.36,262144,1048576,30,144544719.74,542042699,1035911,248224,0.239619,8.191521,high,65536,./data/udp_test/C/iperf_udp_sample_016473_server08-4_to_server06-2_C.json
16474,udp,C,server08-4,192.168.200.46,server06-3,192.168.200.37,262144,524288,30,185843900.15,696914625,1035911,142756,0.137807,11.101616,high,65536,./data/udp_test/C/iperf_udp_sample_016474_server08-4_to_server06-3_C.json
16475,udp,C,server08-4,192.168.200.46,server06-3,192.168.200.37,262144,524288,30,144287979.05,541079921,1035911,248924,0.240295,11.621088,high,65536,./data/udp_test/C/iperf_udp_sample_016475_server08-4_to_server06-3_C.json
16476,udp,C,server08-4,192.168.200.46,server06-3,192.168.200.37,262144,524288,30,152675833.02,572534373,1035911,226372,0.218525,11.535937,high,65536,./data/udp_test/C/iperf_udp_sample_016476_server08-4_to_server06-3_C.json
16477,udp,C,server08-4,192.168.200.46,server06-4,192.168.200.38,262144,131072,30,197693437.7,741350391,1035911,114722,0.110745,10.729286,high,65536,./data/udp_test/C/iperf_udp_sample_016477_server08-4_to_server06-4_C.json
16478,udp,C,server08-4,192.168.200.46,server06-4,192.168.200.38,262144,131072,30,200882370.72,753308890,1035911,107322,0.103602,8.121585,high,65536,./data/udp_test/C/iperf_udp_sample_016478_server08-4_to_server06-4_C.json
16479,udp,C,server08-4,192.168.200.46,server06-4,192.168.200.38,262144,131072,30,151279274.0,567297277,1035911,230083,0.222107,10.740939,high,65536,./data/udp_test/C/iperf_udp_sample_016479_server08-4_to_server06-4_C.json
16480,udp,C,server08-4,192.168.200.46,server07-1,192.168.200.39,262144,524288,30,136638180.76,512393177,1035911,270070,0.260708,9.068908,high,65536,./data/udp_test/C/iperf_udp_sample_016480_server08-4_to_server07-1_C.json
16481,udp,C,server08-4,192.168.200.46,server07-1,192.168.200.39,262144,524288,30,164085567.63,615320878,1035911,196668,0.18985,8.889862,high,65536,./data/udp_test/C/iperf_udp_sample_016481_server08-4_to_server07-1_C.json
16482,udp,C,server08-4,192.168.200.46,server07-1,192.168.200.39,262144,524288,30,169799793.41,636749225,1035911,182180,0.175865,8.550565,high,65536,./data/udp_test/C/iperf_udp_sample_016482_server08-4_to_server07-1_C.json
16483,udp,C,server08-4,192.168.200.46,server07-2,192.168.200.40,262144,1048576,30,154481188.75,579304457,1035911,221600,0.213918,11.824652,high,65536,./data/udp_test/C/iperf_udp_sample_016483_server08-4_to_server07-2_C.json
16484,udp,C,server08-4,192.168.200.46,server07-2,192.168.200.40,262144,1048576,30,155482882.52,583060809,1035911,218964,0.211373,10.899273,high,65536,./data/udp_test/C/iperf_udp_sample_016484_server08-4_to_server07-2_C.json
16485,udp,C,server08-4,192.168.200.46,server07-2,192.168.200.40,262144,1048576,30,196204887.11,735768326,1035911,118197,0.1141,10.839711,high,65536,./data/udp_test/C/iperf_udp_sample_016485_server08-4_to_server07-2_C.json
16486,udp,C,server08-4,192.168.200.46,server07-3,192.168.200.41,262144,262144,30,159718158.67,598943095,1035911,207912,0.200705,11.979135,high,65536,./data/udp_test/C/iperf_udp_sample_016486_server08-4_to_server07-3_C.json
16487,udp,C,server08-4,192.168.200.46,server07-3,192.168.200.41,262144,262144,30,169279882.39,634799558,1035911,183488,0.177127,9.753335,high,65536,./data/udp_test/C/iperf_udp_sample_016487_server08-4_to_server07-3_C.json
16488,udp,C,server08-4,192.168.200.46,server07-3,192.168.200.41,262144,262144,30,165218735.36,619570257,1035911,193775,0.187058,10.448944,high,65536,./data/udp_test/C/iperf_udp_sample_016488_server08-4_to_server07-3_C.json
16489,udp,C,server08-4,192.168.200.46,server07-4,192.168.200.42,262144,65536,30,180129972.67,675487397,1035911,156594,0.151165,9.458496,high,65536,./data/udp_test/C/iperf_udp_sample_016489_server08-4_to_server07-4_C.json
16490,udp,C,server08-4,192.168.200.46,server07-4,192.168.200.42,262144,65536,30,198500345.19,744376294,1035911,112844,0.108932,8.751907,high,65536,./data/udp_test/C/iperf_udp_sample_016490_server08-4_to_server07-4_C.json
16491,udp,C,server08-4,192.168.200.46,server07-4,192.168.200.42,262144,65536,30,172645315.94,647419934,1035911,175056,0.168987,9.723701,high,65536,./data/udp_test/C/iperf_udp_sample_016491_server08-4_to_server07-4_C.json
16492,udp,C,server08-4,192.168.200.46,server08-1,192.168.200.43,262144,131072,30,152193041.63,570723906,1035911,227653,0.219761,4.025817,high,65536,./data/udp_test/C/iperf_udp_sample_016492_server08-4_to_server08-1_C.json
16493,udp,C,server08-4,192.168.200.46,server08-1,192.168.200.43,262144,131072,30,145747329.88,546552487,1035911,244954,0.236462,4.753537,high,65536,./data/udp_test/C/iperf_udp_sample_016493_server08-4_to_server08-1_C.json
16494,udp,C,server08-4,192.168.200.46,server08-1,192.168.200.43,262144,131072,30,172642134.44,647408004,1035911,175064,0.168995,5.910013,high,65536,./data/udp_test/C/iperf_udp_sample_016494_server08-4_to_server08-1_C.json
16495,udp,C,server08-4,192.168.200.46,server08-2,192.168.200.44,262144,2097152,30,179586538.96,673449521,1035911,157921,0.152446,4.135897,high,65536,./data/udp_test/C/iperf_udp_sample_016495_server08-4_to_server08-2_C.json
16496,udp,C,server08-4,192.168.200.46,server08-2,192.168.200.44,262144,2097152,30,184191899.88,690719624,1035911,146735,0.141648,5.949872,high,65536,./data/udp_test/C/iperf_udp_sample_016496_server08-4_to_server08-2_C.json
16497,udp,C,server08-4,192.168.200.46,server08-2,192.168.200.44,262144,2097152,30,137687480.58,516328052,1035911,267135,0.257874,4.079886,high,65536,./data/udp_test/C/iperf_udp_sample_016497_server08-4_to_server08-2_C.json
16498,udp,C,server08-4,192.168.200.46,server08-3,192.168.200.45,262144,524288,30,156855873.95,588209527,1035911,215365,0.207899,5.613562,high,65536,./data/udp_test/C/iperf_udp_sample_016498_server08-4_to_server08-3_C.json
16499,udp,C,server08-4,192.168.200.46,server08-3,192.168.200.45,262144,524288,30,153455793.83,575459226,1035911,224307,0.216531,4.983636,high,65536,./data/udp_test/C/iperf_udp_sample_016499_server08-4_to_server08-3_C.json
16500,udp,C,server08-4,192.168.200.46,server08-3,192.168.200.45,262144,524288,30,143278074.89,537292780,1035911,251683,0.242958,4.538939,high,65536,./data/udp_test/C/iperf_udp_sample_016500_server08-4_to_server08-3_C.json
16501,udp,C,server08-4,192.168.200.46,spine01,192.168.200.3,262144,262144,30,164695351.97,617607569,1035911,195110,0.188346,4.222815,high,65536,./data/udp_test/C/iperf_udp_sample_016501_server08-4_to_spine01_C.json
